Model,#Param,BIC,AICc,lnL,Invariant,Gamma,R,Freq A,Freq T,Freq C,Freq G,A=>T,A=>C,A=>G,T=>A,T=>C,T=>G,C=>A,C=>T,C=>G,G=>A,G=>T,G=>C
T92+G,20,13730.4275650751,13588.9417343405,-6774.42286168389,n/a,0.447188983246589,1.57657051986983,0.208836944127708,0.208836944127708,0.291163055872292,0.291163055872292,0.04,0.06,0.18,0.04,0.18,0.06,0.04,0.13,0.06,0.13,0.04,0.06
T92+G+I,21,13730.9922347186,13582.4369250685,-6770.16565046294,0.219779087582079,0.903922452338517,1.52109596819852,0.208836944127708,0.208836944127708,0.291163055872292,0.291163055872292,0.04,0.06,0.18,0.04,0.18,0.06,0.04,0.13,0.06,0.13,0.04,0.06
GTR+G,26,13752.6146254515,13568.7188168433,-6758.27911561598,n/a,0.440796393688241,1.56917532828795,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.03,0.1,0.19,0.03,0.17,0.03,0.07,0.14,0.06,0.12,0.02,0.05
HKY+G,22,13754.6111270347,13598.986797967,-6777.43555057834,n/a,0.447586025156622,1.57424640573929,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.04,0.05,0.19,0.04,0.17,0.06,0.04,0.14,0.06,0.12,0.04,0.05
HKY+G+I,23,13756.012787935,13593.3198991049,-6773.59683498577,0.211778305096989,0.870160666006318,1.52267957684466,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.04,0.05,0.18,0.04,0.17,0.06,0.04,0.14,0.06,0.12,0.04,0.05
GTR+G+I,27,13757.7205361375,13566.7580079657,-6756.29252491629,0.161967591533894,0.696435707147177,1.54058127503761,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.03,0.1,0.18,0.03,0.17,0.03,0.07,0.14,0.06,0.12,0.02,0.05
TN93+G,23,13763.6820915171,13600.989202687,-6777.43148677684,n/a,0.447482387388682,1.57491665127333,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.04,0.05,0.18,0.04,0.18,0.06,0.04,0.14,0.06,0.12,0.04,0.05
TN93+G+I,24,13764.9866662393,13595.2256774598,-6773.54422809525,0.213284062197249,0.875480703538815,1.524633233799,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.04,0.05,0.18,0.04,0.18,0.06,0.04,0.14,0.06,0.12,0.04,0.05
K2+G+I,20,13839.4330675002,13697.9472367655,-6828.92561289642,0.225143838990272,1.04346507895365,1.35215088557713,0.25,0.25,0.25,0.25,0.05,0.05,0.14,0.05,0.14,0.05,0.05,0.14,0.05,0.14,0.05,0.05
K2+G,19,13840.2519759651,13705.836083486,-6833.87461317159,n/a,0.494252252208246,1.39738764736619,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
T92+I,20,13842.5136488404,13701.0278181058,-6830.46590356655,0.351270028959521,n/a,1.25931794515284,0.208836944127708,0.208836944127708,0.291163055872292,0.291163055872292,0.05,0.06,0.16,0.05,0.16,0.06,0.05,0.12,0.06,0.12,0.05,0.06
HKY+I,22,13871.278440292,13715.6541112243,-6835.76920720698,0.35074455949902,n/a,1.25643690246048,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.05,0.06,0.17,0.04,0.16,0.07,0.04,0.13,0.07,0.11,0.05,0.06
TN93+I,23,13879.9316165723,13717.2387277422,-6835.55624930445,0.350846599090548,n/a,1.26001265041491,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.05,0.06,0.16,0.04,0.16,0.07,0.04,0.13,0.07,0.11,0.05,0.06
GTR+I,26,13888.2402222213,13704.3444136131,-6826.0919140009,0.349016344905784,n/a,1.26884285982936,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.03,0.08,0.17,0.03,0.16,0.05,0.06,0.13,0.07,0.11,0.04,0.07
K2+I,19,13935.9992185313,13801.5833260521,-6881.74823445465,0.348884644404765,n/a,1.17098712769418,0.25,0.25,0.25,0.25,0.06,0.06,0.13,0.06,0.13,0.06,0.06,0.13,0.06,0.13,0.06,0.06
JC+G+I,19,14012.3530965977,13877.9372041186,-6919.92517348789,0.244187816841279,1.29837427784983,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+G,18,14016.6578210681,13889.3123260272,-6926.61708176575,n/a,0.540218019627344,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+I,18,14091.7868541965,13964.4413591556,-6964.18159832994,0.347331454991707,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
T92,19,14467.9333715725,14333.5174790934,-7147.71531097528,n/a,n/a,1.05647636910259,0.208836944127708,0.208836944127708,0.291163055872292,0.291163055872292,0.05,0.07,0.15,0.05,0.15,0.07,0.05,0.11,0.07,0.11,0.05,0.07
GTR,25,14471.7448820585,14294.9162533004,-7122.38378996216,n/a,n/a,1.05720075740507,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.03,0.1,0.16,0.03,0.14,0.05,0.07,0.11,0.09,0.11,0.04,0.08
HKY,21,14490.3451038287,14341.7897941786,-7149.84208501798,n/a,n/a,1.059617764173,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.05,0.07,0.16,0.05,0.15,0.07,0.05,0.12,0.07,0.1,0.05,0.07
TN93,22,14497.9853667519,14342.3610376842,-7149.12267043692,n/a,n/a,1.06015649296541,0.19327251995439,0.224401368301026,0.281984036488027,0.300342075256556,0.05,0.07,0.16,0.05,0.14,0.07,0.05,0.11,0.07,0.11,0.05,0.07
K2,18,14510.9887396516,14383.6432446107,-7173.78254105751,n/a,n/a,1.03741151430843,0.25,0.25,0.25,0.25,0.06,0.06,0.13,0.06,0.13,0.06,0.06,0.13,0.06,0.13,0.06,0.06
JC,17,14648.5612814821,14528.2866429047,-7247.10835801543,n/a,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
