Model,#Param,BIC,AICc,lnL,Invariant,Gamma,R,Freq A,Freq T,Freq C,Freq G,A=>T,A=>C,A=>G,T=>A,T=>C,T=>G,C=>A,C=>T,C=>G,G=>A,G=>T,G=>C
K2+G,19,8270.8447445156,8144.86482828698,-4053.36479848513,n/a,0.566209465561612,1.47898698276182,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
GTR+G,26,8275.36076659284,8103.03227725443,-4025.39107181802,n/a,0.625790038547824,1.45208357257839,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.01,0.06,0.1,0.02,0.19,0.04,0.08,0.18,0.08,0.12,0.04,0.08
K2+G+I,20,8277.00624441387,8144.40295031634,-4052.12672876201,0.177529421416249,0.968664680017342,1.45758623355577,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
GTR+G+I,27,8278.76336984265,8099.81653020708,-4022.77355377068,0.220594894837298,1.38364904369373,1.43455526117618,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.01,0.06,0.1,0.02,0.19,0.05,0.08,0.18,0.08,0.12,0.04,0.08
T92+G,20,8288.17061832495,8155.56732422742,-4057.70891571756,n/a,0.575096441532035,1.46346030017393,0.258156028368794,0.258156028368794,0.241843971631206,0.241843971631206,0.05,0.05,0.14,0.05,0.14,0.05,0.05,0.15,0.05,0.15,0.05,0.05
TN93+G,23,8292.21621500478,8139.74709127804,-4046.77525504073,n/a,0.586524434979352,1.51761970855083,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.04,0.05,0.1,0.06,0.2,0.05,0.06,0.18,0.05,0.12,0.04,0.05
TN93+G+I,24,8294.20586133316,8135.11623033338,-4043.45125853268,0.240038726985248,1.41424478468721,1.48180588389991,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.04,0.05,0.1,0.06,0.2,0.05,0.06,0.18,0.05,0.12,0.04,0.05
T92+G+I,21,8294.21094132652,8154.9849864343,-4056.41025754609,0.181135898579355,1.00290662929651,1.4417839160979,0.258156028368794,0.258156028368794,0.241843971631206,0.241843971631206,0.05,0.05,0.14,0.05,0.14,0.05,0.05,0.15,0.05,0.15,0.05,0.05
HKY+G,22,8304.00029217496,8158.15239394526,-4056.98611329807,n/a,0.579765195342244,1.49225084449031,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.04,0.05,0.15,0.06,0.14,0.05,0.06,0.13,0.05,0.18,0.04,0.05
GTR+I,26,8307.48185979867,8135.15337046027,-4041.45161842094,0.337288026074553,n/a,1.32011896773558,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.01,0.06,0.1,0.02,0.18,0.06,0.07,0.17,0.08,0.12,0.05,0.07
HKY+G+I,23,8309.06519945014,8156.5960757234,-4055.19974726341,0.203812613065137,1.12413913948569,1.46234632360627,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.05,0.05,0.15,0.06,0.14,0.05,0.06,0.13,0.05,0.17,0.05,0.05
K2+I,19,8319.70764062982,8193.7277244012,-4077.79624654223,0.349485694567583,n/a,1.29057044406273,0.25,0.25,0.25,0.25,0.05,0.05,0.14,0.05,0.14,0.05,0.05,0.14,0.05,0.14,0.05,0.05
TN93+I,23,8322.44838001488,8169.97925628814,-4061.89133754578,0.345521532065819,n/a,1.32481572569995,0.295212765957447,0.221099290780142,0.23758865248227,0.246099290780142,0.05,0.05,0.1,0.06,0.19,0.05,0.06,0.17,0.05,0.12,0.05,0.05
