Model,#Param,BIC,AICc,lnL,Invariant,Gamma,R,Freq A,Freq T,Freq C,Freq G,A=>T,A=>C,A=>G,T=>A,T=>C,T=>G,C=>A,C=>T,C=>G,G=>A,G=>T,G=>C
T92+G,20,9351.17849643366,9216.92987641984,-4588.39607446177,n/a,0.490471189890782,1.5346273535926,0.206944444444444,0.206944444444444,0.293055555555556,0.293055555555556,0.04,0.06,0.18,0.04,0.18,0.06,0.04,0.13,0.06,0.13,0.04,0.06
HKY+G,22,9357.64514435691,9209.98614536623,-4582.91008104789,n/a,0.506853341617208,1.5087512275014,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.05,0.05,0.19,0.03,0.17,0.06,0.03,0.16,0.06,0.09,0.05,0.05
T92+G+I,21,9358.16003231827,9217.20589252283,-4587.52718371632,0.14899915788938,0.752936428148248,1.51263957597472,0.206944444444444,0.206944444444444,0.293055555555556,0.293055555555556,0.04,0.06,0.18,0.04,0.18,0.06,0.04,0.13,0.06,0.13,0.04,0.06
GTR+G,26,9358.50606213946,9184.03423873671,-4565.90190518815,n/a,0.51784903126725,1.50812434946483,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.03,0.1,0.2,0.02,0.16,0.03,0.05,0.15,0.07,0.09,0.03,0.06
HKY+G+I,23,9363.89417062212,9209.53097334768,-4581.67493549274,0.161564051319079,0.8207093110873,1.4857549317728,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.05,0.05,0.19,0.03,0.16,0.06,0.03,0.16,0.06,0.09,0.05,0.05
GTR+G+I,27,9365.59033452611,9184.41695974069,-4565.08438269372,0.130581488459582,0.753392483523147,1.49201111328204,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.03,0.1,0.2,0.02,0.16,0.03,0.05,0.16,0.08,0.09,0.03,0.06
TN93+G,23,9366.11746691027,9211.75426963583,-4582.78658363681,n/a,0.507365018594669,1.50461294087666,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.05,0.05,0.2,0.03,0.16,0.06,0.03,0.16,0.06,0.1,0.05,0.05
TN93+G+I,24,9372.47343377329,9211.40669945187,-4581.60490838057,0.159503463019959,0.815047624843513,1.48280066372441,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.05,0.05,0.2,0.03,0.16,0.06,0.03,0.16,0.06,0.09,0.05,0.05
K2+G,19,9420.73153803842,9293.18909806774,-4627.5322539519,n/a,0.541599461273262,1.36701319384815,0.25,0.25,0.25,0.25,0.05,0.05,0.14,0.05,0.14,0.05,0.05,0.14,0.05,0.14,0.05,0.05
K2+G+I,20,9427.62398353383,9293.37536352002,-4626.61881801185,0.147763508252691,0.836406854369141,1.34969369590728,0.25,0.25,0.25,0.25,0.05,0.05,0.14,0.05,0.14,0.05,0.05,0.14,0.05,0.14,0.05,0.05
T92+I,20,9438.13172730362,9303.8831072898,-4631.87268989675,0.333488617721076,n/a,1.24299742482951,0.206944444444444,0.206944444444444,0.293055555555556,0.293055555555556,0.05,0.06,0.16,0.05,0.16,0.06,0.05,0.12,0.06,0.12,0.05,0.06
HKY+I,22,9438.56142170258,9290.9024227119,-4623.36821972072,0.330501808607405,n/a,1.23720221579164,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.06,0.06,0.18,0.03,0.15,0.07,0.03,0.15,0.07,0.08,0.06,0.06
GTR+I,26,9444.64175420084,9270.16993079809,-4608.96975121884,0.323923012115133,n/a,1.25183739550987,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.05,0.09,0.18,0.03,0.15,0.04,0.05,0.15,0.09,0.09,0.03,0.07
TN93+I,23,9447.24221464363,9292.87901736919,-4623.34895750349,0.330458022144785,n/a,1.23607150866365,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.06,0.06,0.18,0.03,0.15,0.07,0.03,0.15,0.07,0.09,0.06,0.06
K2+I,19,9497.54773066089,9370.00529069021,-4665.94035026314,0.329926728159282,n/a,1.15447793726446,0.25,0.25,0.25,0.25,0.06,0.06,0.13,0.06,0.13,0.06,0.06,0.13,0.06,0.13,0.06,0.06
JC+G,18,9539.22999954549,9418.39439955477,-4691.14114339319,n/a,0.605004361965167,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+G+I,19,9544.32845574161,9416.78601577092,-4689.33071280349,0.187813070811401,1.13080651824949,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+I,18,9596.02114244283,9475.18554245212,-4719.53671484186,0.327774155237442,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
GTR,25,9757.29854341851,9589.5289336124,-4769.65780451542,n/a,n/a,1.0513451689148,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.04,0.1,0.17,0.02,0.14,0.04,0.05,0.13,0.1,0.08,0.03,0.09
HKY,21,9784.02843759638,9643.07429780094,-4800.46138635537,n/a,n/a,1.04970642038509,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.06,0.06,0.17,0.04,0.14,0.08,0.04,0.14,0.08,0.08,0.06,0.06
TN93,22,9791.59163666678,9643.9326376761,-4799.88332720282,n/a,n/a,1.05072014605073,0.14983660130719,0.264052287581699,0.269934640522876,0.316176470588235,0.06,0.06,0.18,0.04,0.13,0.07,0.04,0.13,0.07,0.08,0.06,0.06
T92,19,9796.781664571,9669.23922460031,-4815.55731721819,n/a,n/a,1.03907889258564,0.206944444444444,0.206944444444444,0.293055555555556,0.293055555555556,0.05,0.07,0.15,0.05,0.15,0.07,0.05,0.11,0.07,0.11,0.05,0.07
K2,18,9819.56461311691,9698.72901312619,-4831.3084501789,n/a,n/a,1.02484668843778,0.25,0.25,0.25,0.25,0.06,0.06,0.13,0.06,0.13,0.06,0.06,0.13,0.06,0.13,0.06,0.06
JC,17,9905.50830454616,9791.3802041478,-4878.63995458128,n/a,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
