Model,#Param,BIC,AICc,lnL,Invariant,Gamma,R,Freq A,Freq T,Freq C,Freq G,A=>T,A=>C,A=>G,T=>A,T=>C,T=>G,C=>A,C=>T,C=>G,G=>A,G=>T,G=>C
K2+G,19,5134.1460971496,5014.51171171563,-2488.16156305385,n/a,0.410436221958346,1.73069157893648,0.25,0.25,0.25,0.25,0.05,0.05,0.16,0.05,0.16,0.05,0.05,0.16,0.05,0.16,0.05,0.05
TN93+G,23,5134.25533315901,4989.48069106239,-2471.60323673835,n/a,0.420629083331642,1.83773730813067,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.03,0.04,0.08,0.06,0.25,0.04,0.06,0.22,0.04,0.11,0.03,0.04
T92+G,20,5140.50411733214,5014.5831625888,-2487.18733706506,n/a,0.408702225590981,1.74444424444072,0.261851851851852,0.261851851851852,0.238148148148148,0.238148148148148,0.05,0.04,0.15,0.05,0.15,0.04,0.05,0.17,0.04,0.17,0.05,0.04
TN93+G+I,24,5141.07766030157,4990.02046510512,-2470.86116422958,0.199506226019439,0.692632982177457,1.81767209034432,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.03,0.04,0.08,0.06,0.25,0.04,0.06,0.22,0.04,0.11,0.03,0.04
K2+G+I,20,5141.29575366734,5015.37479892401,-2487.58315523267,0.177034389366265,0.616888375691154,1.72003185401766,0.25,0.25,0.25,0.25,0.05,0.05,0.16,0.05,0.16,0.05,0.05,0.16,0.05,0.16,0.05,0.05
T92+G+I,21,5147.63740065054,5015.43087952874,-2486.60074264421,0.181001065832675,0.621638464787425,1.73317762813936,0.261851851851852,0.261851851851852,0.238148148148148,0.238148148148148,0.05,0.04,0.15,0.05,0.15,0.04,0.05,0.17,0.04,0.17,0.05,0.04
GTR+G,26,5153.3578157696,4989.73853289557,-2468.69476980349,n/a,0.420666757418228,1.82376618127699,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.02,0.04,0.08,0.03,0.25,0.06,0.06,0.22,0.05,0.1,0.05,0.04
GTR+G+I,27,5160.1955351789,4990.29671922814,-2467.96039342809,0.215704496912396,0.738331143795323,1.79691557034679,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.02,0.04,0.08,0.04,0.25,0.06,0.06,0.22,0.05,0.11,0.05,0.04
HKY+G,22,5165.30153711106,5026.81045328887,-2491.27957479443,n/a,0.409442746443276,1.82822568064764,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.04,0.04,0.16,0.06,0.14,0.05,0.06,0.12,0.05,0.21,0.04,0.04
TN93+I,23,5170.27728261416,5025.50264051754,-2489.61421146592,0.424737453585717,n/a,1.49307926327815,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.04,0.04,0.09,0.07,0.21,0.05,0.07,0.18,0.05,0.12,0.04,0.04
HKY+G+I,23,5171.6357340809,5026.86109198428,-2490.29343719929,0.231114252299113,0.736356120311896,1.80885805792867,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.04,0.04,0.16,0.06,0.14,0.05,0.06,0.12,0.05,0.21,0.04,0.04
K2+I,19,5172.88204194463,5053.24765651066,-2507.52953545136,0.436422108581085,n/a,1.46367300767542,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
T92+I,20,5178.90226461228,5052.98130986894,-2506.38641070513,0.436750593118162,n/a,1.47215825397518,0.261851851851852,0.261851851851852,0.238148148148148,0.238148148148148,0.05,0.05,0.14,0.05,0.14,0.05,0.05,0.16,0.05,0.16,0.05,0.05
GTR+I,26,5185.74325144473,5022.1239685707,-2484.88748764106,0.425485454262782,n/a,1.48084085283568,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.03,0.03,0.09,0.05,0.2,0.08,0.05,0.18,0.05,0.12,0.06,0.04
HKY+I,22,5196.34922286658,5057.85813904439,-2506.80341767218,0.437694693917351,n/a,1.53283712078148,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.04,0.04,0.15,0.07,0.13,0.05,0.07,0.11,0.05,0.2,0.04,0.04
JC+G,18,5230.49471895812,5117.14790501801,-2540.48911003815,n/a,0.474268784313178,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+G+I,19,5237.32879217133,5117.69440673736,-2539.75291056471,0.214583530684514,0.824432959697857,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+I,18,5259.43262845822,5146.08581451811,-2554.95806478821,0.43132762560834,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
TN93,22,5359.11331778813,5220.62223396594,-2588.18546513296,n/a,n/a,1.25737990298141,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.04,0.05,0.09,0.07,0.19,0.06,0.07,0.17,0.06,0.11,0.04,0.05
K2,18,5369.81034920656,5256.46353526645,-2610.14692516237,n/a,n/a,1.25532315417834,0.25,0.25,0.25,0.25,0.06,0.06,0.14,0.06,0.14,0.06,0.06,0.14,0.06,0.14,0.06,0.06
T92,19,5377.21918099639,5257.58479556242,-2609.69810497724,n/a,n/a,1.25829450185149,0.261851851851852,0.261851851851852,0.238148148148148,0.238148148148148,0.06,0.05,0.13,0.06,0.13,0.05,0.06,0.15,0.05,0.15,0.06,0.05
GTR,25,5380.24149502017,5222.90275264787,-2586.28984550883,n/a,n/a,1.2571032371532,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.04,0.04,0.09,0.06,0.19,0.07,0.07,0.17,0.06,0.11,0.05,0.05
HKY,21,5399.62068985875,5267.41416873695,-2612.59238724832,n/a,n/a,1.23873847767518,0.330864197530864,0.19283950617284,0.219506172839506,0.25679012345679,0.04,0.05,0.14,0.08,0.12,0.06,0.08,0.1,0.06,0.18,0.04,0.05
JC,17,5443.83647917197,5336.77823816454,-2651.31322622513,n/a,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
