Model,#Param,BIC,AICc,lnL,Invariant,Gamma,R,Freq A,Freq T,Freq C,Freq G,A=>T,A=>C,A=>G,T=>A,T=>C,T=>G,C=>A,C=>T,C=>G,G=>A,G=>T,G=>C
T92+G,20,8179.20030830398,8047.14023059252,-4003.49331880695,n/a,0.409820914988141,1.6539569538349,0.205737704918033,0.205737704918033,0.294262295081967,0.294262295081967,0.04,0.05,0.19,0.04,0.19,0.05,0.04,0.13,0.05,0.13,0.04,0.05
T92+G+I,21,8181.51387343193,8042.85850238219,-4000.34475960368,0.264657526021731,0.931001195785605,1.56718015387932,0.205737704918033,0.205737704918033,0.294262295081967,0.294262295081967,0.04,0.06,0.18,0.04,0.18,0.06,0.04,0.13,0.06,0.13,0.04,0.06
TN93+G,23,8199.13625459771,8047.29250915484,-4000.54526665206,n/a,0.402028750855855,1.7254330407719,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.04,0.05,0.15,0.04,0.23,0.06,0.04,0.17,0.06,0.1,0.04,0.05
HKY+G,22,8199.36514070747,8054.11521361238,-4004.9650514742,n/a,0.408438931719216,1.66065200431832,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.04,0.05,0.2,0.04,0.18,0.06,0.04,0.13,0.06,0.13,0.04,0.05
TN93+G+I,24,8200.21833607167,8041.78151038357,-3996.78096562179,0.277954326803248,0.988052429083937,1.62387032251803,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.04,0.05,0.14,0.04,0.22,0.06,0.04,0.17,0.06,0.09,0.04,0.05
HKY+G+I,23,8202.05787640071,8050.21413095784,-4002.00607755356,0.259654921457005,0.903978878774336,1.57499164506558,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.04,0.05,0.19,0.04,0.17,0.06,0.04,0.13,0.06,0.13,0.04,0.05
GTR+G,26,8212.54551696147,8040.92474671183,-3994.33387253219,n/a,0.408617313546933,1.66180382427783,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.02,0.07,0.15,0.02,0.22,0.04,0.05,0.16,0.07,0.1,0.02,0.06
GTR+G+I,27,8214.04440471399,8035.83277095943,-3990.77797464119,0.278093961125402,1.00869527025078,1.57707012244002,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.02,0.07,0.15,0.02,0.22,0.04,0.05,0.16,0.07,0.1,0.03,0.07
K2+G+I,20,8235.31432420589,8103.25424649442,-4031.55032675791,0.295390563774531,1.20489899308802,1.43331863562675,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
K2+G,19,8235.86647485817,8110.40242737353,-4036.1317438513,n/a,0.440203639206752,1.50512215951165,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
T92+I,20,8239.09743344649,8107.03735573502,-4033.44188137821,0.395129616804375,n/a,1.27733680610712,0.205737704918033,0.205737704918033,0.294262295081967,0.294262295081967,0.04,0.06,0.17,0.04,0.17,0.06,0.04,0.12,0.06,0.12,0.04,0.06
TN93+I,23,8255.2892953846,8103.44554994173,-4028.62178704551,0.394322788497848,n/a,1.30676763388864,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.04,0.06,0.14,0.04,0.2,0.07,0.04,0.15,0.07,0.09,0.04,0.06
HKY+I,22,8261.19606692952,8115.94613983443,-4035.88051458522,0.394979651476405,n/a,1.27338970170422,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.04,0.06,0.18,0.04,0.16,0.07,0.04,0.12,0.07,0.12,0.04,0.06
GTR+I,26,8265.24880457225,8093.6280343226,-4020.68551633758,0.395242643035051,n/a,1.30789742464001,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.02,0.07,0.14,0.02,0.2,0.05,0.05,0.15,0.09,0.09,0.03,0.08
K2+I,19,8279.01672278242,8153.55267529778,-4057.70686781342,0.395882470057989,n/a,1.24577132396337,0.25,0.25,0.25,0.25,0.06,0.06,0.14,0.06,0.14,0.06,0.06,0.14,0.06,0.14,0.06,0.06
JC+G+I,19,8348.62752535753,8223.16347787289,-4092.51226910098,0.313204064634834,1.55728391944412,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+G,18,8352.03259700041,8233.16531622709,-4098.52014668968,n/a,0.487333903251531,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+I,18,8382.60430603739,8263.73702526406,-4113.80600120816,0.394468668732031,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
T92,19,8659.05363702373,8533.58958953909,-4247.72532493408,n/a,n/a,1.10735441166405,0.205737704918033,0.205737704918033,0.294262295081967,0.294262295081967,0.05,0.07,0.16,0.05,0.16,0.07,0.05,0.11,0.07,0.11,0.05,0.07
HKY,21,8680.15302703507,8541.49765598533,-4249.66433640525,n/a,n/a,1.1075165409759,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.05,0.07,0.17,0.05,0.15,0.07,0.05,0.11,0.07,0.11,0.05,0.07
TN93,22,8682.12032156714,8536.87039447204,-4246.34264190403,n/a,n/a,1.11109163453412,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.05,0.06,0.14,0.05,0.17,0.07,0.05,0.13,0.07,0.1,0.05,0.06
GTR,25,8688.54578950072,8523.51662207517,-4236.63935056907,n/a,n/a,1.11102606979258,0.20528233151184,0.206193078324226,0.278688524590164,0.30983606557377,0.03,0.07,0.15,0.03,0.17,0.06,0.06,0.13,0.09,0.1,0.04,0.08
K2,18,8691.61110153203,8572.74382075871,-4268.30939895548,n/a,n/a,1.09448230225544,0.25,0.25,0.25,0.25,0.06,0.06,0.13,0.06,0.13,0.06,0.06,0.13,0.06,0.13,0.06,0.06
JC,17,8784.56819374456,8672.29841576327,-4319.093286829,n/a,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
