Model,#Param,BIC,AICc,lnL,Invariant,Gamma,R,Freq A,Freq T,Freq C,Freq G,A=>T,A=>C,A=>G,T=>A,T=>C,T=>G,C=>A,C=>T,C=>G,G=>A,G=>T,G=>C
T92+G+I,21,10886.6130202274,10740.8873263454,-5349.38325522289,0.322608646521472,1.15216647733876,1.73226680934611,0.213950456323338,0.213950456323338,0.286049543676662,0.286049543676662,0.04,0.05,0.18,0.04,0.18,0.05,0.04,0.14,0.05,0.14,0.04,0.05
T92+G,20,10888.8727620274,10750.0811424171,-5354.9856620701,n/a,0.394164719610075,1.83054505615612,0.213950456323338,0.213950456323338,0.286049543676662,0.286049543676662,0.04,0.05,0.19,0.04,0.19,0.05,0.04,0.14,0.05,0.14,0.04,0.05
TN93+G+I,24,10916.0952284201,10749.5704682923,-5350.70675147773,0.327466096763156,1.23782668363434,1.73184736278636,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.04,0.05,0.15,0.04,0.21,0.06,0.04,0.17,0.06,0.11,0.04,0.05
HKY+G+I,23,10918.8824821148,10759.2902177676,-5356.57291427225,0.322263618117024,1.17593669874198,1.7210188203947,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.04,0.05,0.2,0.04,0.17,0.06,0.04,0.14,0.06,0.13,0.04,0.05
GTR+G+I,27,10919.4785724842,10732.1594853014,-5338.98081566824,0.306667685766542,1.10033427983921,1.74956815084289,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.03,0.07,0.16,0.03,0.21,0.03,0.06,0.17,0.07,0.11,0.02,0.06
TN93+G,23,10919.8022724343,10760.2100080871,-5357.03280943197,n/a,0.402361469683987,1.83747025575912,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.04,0.05,0.16,0.04,0.21,0.05,0.04,0.18,0.05,0.11,0.04,0.05
HKY+G,22,10921.2926130792,10768.6333708827,-5362.2505157016,n/a,0.400655437094284,1.81967517175344,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.04,0.05,0.2,0.04,0.17,0.05,0.04,0.14,0.05,0.14,0.04,0.05
K2+G+I,20,10936.6741185983,10797.882498988,-5378.88634035553,0.334597459243037,1.35517299577318,1.60772237422783,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
GTR+G,26,10939.3207227588,10758.9325510064,-5353.3744267527,n/a,0.4302482443134,1.53850332879268,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.03,0.07,0.17,0.03,0.18,0.06,0.06,0.15,0.06,0.12,0.04,0.05
K2+G,19,10941.3602218394,10809.5032022518,-5385.70192792328,n/a,0.419028717458162,1.69018684889548,0.25,0.25,0.25,0.25,0.05,0.05,0.16,0.05,0.16,0.05,0.05,0.16,0.05,0.16,0.05,0.05
T92+I,20,10942.3736798563,10803.582060246,-5381.73612098454,0.424198275581202,n/a,1.45349326483761,0.213950456323338,0.213950456323338,0.286049543676662,0.286049543676662,0.04,0.06,0.17,0.04,0.17,0.06,0.04,0.13,0.06,0.13,0.04,0.06
TN93+I,23,10967.4748640134,10807.8825996662,-5380.86910522153,0.421421204992379,n/a,1.45115031654104,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.04,0.05,0.15,0.04,0.19,0.06,0.04,0.16,0.06,0.1,0.04,0.05
HKY+I,22,10973.4930920004,10820.833849804,-5388.35075516223,0.42311760042474,n/a,1.44133226351175,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.04,0.05,0.18,0.04,0.16,0.06,0.04,0.13,0.06,0.13,0.04,0.05
GTR+I,26,10975.842789429,10795.4546176765,-5371.63546008778,0.419116950434587,n/a,1.47506055462141,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.03,0.07,0.15,0.03,0.19,0.04,0.06,0.16,0.07,0.1,0.03,0.06
K2+I,19,10982.1145474722,10850.2575278846,-5406.07909073967,0.423555482014519,n/a,1.40441866592397,0.25,0.25,0.25,0.25,0.05,0.05,0.15,0.05,0.15,0.05,0.05,0.15,0.05,0.15,0.05,0.05
JC+G+I,19,11137.1791681688,11005.3221485811,-5483.61140108795,0.354677178302786,1.89654859224017,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+G,18,11147.5769648991,11022.655070879,-5493.2828354003,n/a,0.469132222384465,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
JC+I,18,11167.203504196,11042.2816101759,-5503.09610504875,0.421409232104176,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
GTR,25,11510.3395859657,11336.8828566339,-5643.35639430335,n/a,n/a,1.23016241430276,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.03,0.08,0.14,0.03,0.18,0.04,0.07,0.14,0.08,0.1,0.03,0.07
T92,19,11517.9878091307,11386.130789543,-5674.01572156891,n/a,n/a,1.2260165591245,0.213950456323338,0.213950456323338,0.286049543676662,0.286049543676662,0.05,0.06,0.16,0.05,0.16,0.06,0.05,0.12,0.06,0.12,0.05,0.06
TN93,22,11532.1632139066,11379.5039717102,-5667.68581611535,n/a,n/a,1.22791176473745,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.05,0.06,0.14,0.05,0.17,0.07,0.05,0.14,0.07,0.1,0.05,0.06
K2,18,11538.1310389845,11413.2091449644,-5688.55987244298,n/a,n/a,1.21435965868951,0.25,0.25,0.25,0.25,0.06,0.06,0.14,0.06,0.14,0.06,0.06,0.14,0.06,0.14,0.06,0.06
HKY,21,11539.0739432965,11393.3482494145,-5675.61371675747,n/a,n/a,1.22440872284935,0.211734028683181,0.216166883963494,0.261668839634941,0.310430247718383,0.05,0.06,0.17,0.05,0.15,0.07,0.05,0.12,0.07,0.12,0.05,0.06
JC,17,11702.16809032,11584.1818472063,-5775.05093405793,n/a,n/a,0.5,0.25,0.25,0.25,0.25,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08
